pais,sede_id,tipo_red,url
PER,EPERU,twitter,https://twitter.com/Emb_Arg_Peru
PHL,EFILI,facebook,https://www.facebook.com/ArgentinaEnFilipinas
PHL,EFILI,instagram,https://www.instagram.com/argentinaenfilipinas/
PHL,EFILI,twitter,https://twitter.com/ArgentinaEnFili
POL,EPOLO,facebook,https://www.facebook.com/profile.php?id=61560600343776
PRT,EPORT,otro,https://@embargentinaportugal
PRY,CCEST,facebook,https://www.facebook.com/ArgEnCiudaddeleste/
PRY,CCEST,instagram,https://www.instagram.com/argenciudaddeleste
PRY,EPARA,facebook,https://www.facebook.com/embajada.paraguay
PRY,EPARA,twitter,https://twitter.com/argenparaguay_
PSE,REPAL,facebook,https://www.facebook.com/ArgEnPalestina
QAT,EQATR,otro,https://@embargenqatar
QAT,EQATR,otro,https://@embargenqatar
ROU,ERUMA,facebook,https://www.facebook.com/ArgentinaEnRumania
RUS,EFRUS,facebook,https://www.facebook.com/EMBAJADAARGENTINAENMOSCU
RUS,EFRUS,twitter,https://twitter.com/EmbArgRusia
SAU,EARAB,facebook,https://www.facebook.com/argentinaenarabiasaudita/
SAU,EARAB,instagram,https://www.instagram.com/arginsaudi/
SAU,EARAB,twitter,https://twitter.com/ensaudita
SEN,ESENE,otro,https://@ARGenSenegal
SGP,ESING,instagram,https://instagram.com/argentine_embassy_singapore?igshid=YmMyMTA2M2Y=
SGP,ESING,twitter,https://twitter.com/ARGinSingapore
SLV,ESALV,facebook,https://www.facebook.com/ArgentinaEnElSalvador/
SLV,ESALV,instagram,https://www.instagram.com/embargenelsalvador/
SLV,ESALV,twitter,https://twitter.com/ARGenElSalvador
SRB,ESERB,otro,https://ARGinSerbia
SRB,ESERB,otro,https://ArgentinaEnSerbia
SWE,ESUEC,facebook,https://www.facebook.com/arginsweden/
SWE,ESUEC,instagram,https://www.instagram.com/arginsweden/
SWE,ESUEC,linkedin,https://www.linkedin.com/company/argentinainsweden/
SYR,EASIR,facebook,https://www.facebook.com/Embajada-Argentina-en-Siria-112176794025495
THA,ETAIL,facebook,https://www.facebook.com/Embajada.Argentina.Tailandia/
TTO,ETRIN,facebook,https://www.facebook.com/ArgentinaEnTrinidadYTobago
TTO,ETRIN,otro,https://@arg_mrec_TT
TTO,ETRIN,otro,https://arg_trinidad_tobago
TUN,ETUNE,facebook,https://www.facebook.com/ArgEnTunez/
TUN,ETUNE,instagram,https://www.instagram.com/embargentinatn
TUN,ETUNE,twitter,https://www.twitter.com/EmbajadaTunez
TUN,ETUNE,youtube,https://www.youtube.com/channel/UC8kSZug1SPHrp3r1hGzhjtg
TUR,CGEST,facebook,https://www.facebook.com/ArgentinaEnEstambul
TUR,CGEST,instagram,https://www.instagram.com/consuladoargentinoenestambul/
TUR,ETURQ,otro,https://@ARGenTurquia
TUR,ETURQ,otro,https://@Argentinaenturquia/
TUR,ETURQ,otro,https://@embargenturquia
UKR,EUCRA,facebook,https://www.facebook.com/ArgentinaEnUcrania
UKR,EUCRA,instagram,https://www.instagram.com/argenucrania/
URY,CCOLO,facebook,https://www.facebook.com/ArgentinaenColonia
URY,CMALD,facebook,https://www.facebook.com/pg/ConsuladoArgentinoenMaldonado/posts/?ref=page_internal
URY,CMALD,instagram,https://www.instagram.com/consulado_argentino/
URY,CMDEO,facebook,https://www.facebook.com/ArgentinaEnMontevideo/
URY,CMDEO,instagram,https://www.instagram.com/consuladoargenmontevideo
URY,CSLTO,otro,https://@consuladoargentinoensalto
URY,EMSUR,otro,https://@ArgentinaEnUru
URY,EMSUR,otro,https://@argentinaenuru
URY,EMSUR,otro,https://ArgentinaEnUru
URY,EURUG,facebook,https://www.facebook.com/ArgentinaEnUru/
URY,EURUG,instagram,https://www.instagram.com/argentinaenuru/
URY,EURUG,twitter,https://twitter.com/ArgentinaEnUru
USA,CATLA,facebook,https://facebook.com/ARGenAtlanta
USA,CATLA,instagram,https://instagram.com/ARGenAtlanta
USA,CATLA,linkedin,https://www.linkedin.com/company/ARGenAtlanta
USA,CATLA,twitter,https://x.com/ARGenAtlanta
USA,CCHIC,facebook,https://www.facebook.com/ArgentinaEnChicago
USA,CCHIC,otro,https://consulado_argentino_chicago
USA,CCHIC,twitter,https://twitter.com/argenchicago
USA,CCHIC,youtube,https://www.youtube.com/channel/UCjZ3a6zTr156aP_zg-1lQfQ/featured
USA,CHOUS,facebook,https://www.facebook.com/ArgentinaEnHouston/
USA,CHOUS,instagram,https://www.instagram.com/consuladoarghouston/
USA,CHOUS,twitter,https://x.com/ARGENHOUSTON
USA,CLANG,facebook,https://www.facebook.com/ArgentinaEnLosAngeles/
USA,CLANG,instagram,https://www.instagram.com/arg_clang/
USA,CLANG,twitter,https://twitter.com/arg_clang
USA,CMIAM,facebook,https://es-la.facebook.com/consuladoargentino.miami/
USA,CMIAM,instagram,https://instagram.com/consuladoargentinomia/
USA,CMIAM,twitter,https://x.com/argenmiami/
USA,CNYOR,facebook,https://www.facebook.com/ARGenNewYork
USA,CNYOR,instagram,https://www.instagram.com/argennewyork/
USA,CNYOR,linkedin,https://www.linkedin.com/company/argennewyork
USA,CNYOR,twitter,https://twitter.com/ARGenNewYork
USA,CNYOR,youtube,https://www.youtube.com/@ARGenNewYork
USA,EEEUU,facebook,https://www.facebook.com/ARGinUSA/
USA,EEEUU,flickr,https://www.flickr.com/photos/ARGinUSA/
USA,EEEUU,instagram,https://www.instagram.com/ARGinUSA/
USA,EEEUU,linkedin,https://www.linkedin.com/in/ARGinUSA
USA,EEEUU,twitter,https://twitter.com/ARGinUSA
USA,EEEUU,youtube,https://www.youtube.com/ARGinUSA
USA,EEOEA,facebook,https://www.facebook.com/ARGenOEA/
USA,EEOEA,instagram,https://www.instagram.com/argenoea/
USA,EEOEA,twitter,https://www.twitter.com/ARGenOEA
USA,EEOEA,youtube,https://www.youtube.com/channel/UCqjmCa0UfL3_I3Ovqz5ZAag/featured
USA,ENAUN,twitter,https://twitter.com/ArgentinaUN
VAT,ESSED,facebook,https://www.facebook.com/ArgEnSantaSede
VAT,ESSED,instagram,https://www.instagram.com/argensantasede/
VAT,ESSED,twitter,https://twitter.com/ArgSantaSede
VAT,ESSED,youtube,https://www.youtube.com/c/EmbajadaArgentinaantelaSantaSede
VEN,EVENE,facebook,https://www.facebook.com/EmbajadaArgentinaEnVenezuela
VEN,EVENE,instagram,https://www.instagram.com/argenvenezuela/
VEN,EVENE,twitter,https://twitter.com/argenvenezuela?lang=es
VNM,EVIET,facebook,https://www.facebook.com/ArgentinaEnVietnam/
VNM,EVIET,instagram,https://www.instagram.com/argenvietnam/
ZAF,ESAFR,facebook,https://facebook.com/ArgenSudafrica
ZAF,ESAFR,instagram,https://www.instagram.com/argentinaensudafrica
ZAF,ESAFR,twitter,https://twitter.com/EmbArgentina
